price,release_date,app_name,developer
14.99,2015-07-16,Worms World Party Remastered,Team17 Digital Ltd
0.0,2015-07-16,Soccer Manager 2015,Soccer Manager Ltd
0.0,2015-07-16,Soccer Manager 2015,Soccer Manager Ltd
4.99,2015-07-16,RC Mini Racers,Decane
4.99,2015-07-16,RC Mini Racers,Decane
4.99,2015-07-16,RC Mini Racers,Decane
4.99,2015-07-16,Ame no Marginal -Rain Marginal- - Original Soundtrack,stage-nana
1.99,2015-07-16,Biodrone Battle,voodoosoft
1.99,2015-07-16,Biodrone Battle,voodoosoft
7.99,2015-04-11,MOAI 2: Path to Another World,"Toyman Interactive,Alawar Entertainment"
7.99,2015-04-11,MOAI 2: Path to Another World,"Toyman Interactive,Alawar Entertainment"
7.99,2015-04-11,MOAI 2: Path to Another World,"Toyman Interactive,Alawar Entertainment"
7.99,2015-04-11,MOAI 2: Path to Another World,"Toyman Interactive,Alawar Entertainment"
3.99,2015-07-16,Squarelands,Oryon Entertainment
3.99,2015-07-16,Squarelands,Oryon Entertainment
9.99,2015-07-16,Temporal Shift,Four Lights
9.99,2015-07-16,Temporal Shift,Four Lights
9.99,2015-07-16,Temporal Shift,Four Lights
9.99,2015-07-16,Temporal Shift,Four Lights
14.99,2015-07-17,No Time To Explain Remastered,tinyBuild
14.99,2015-07-17,No Time To Explain Remastered,tinyBuild
14.99,2015-07-17,No Time To Explain Remastered,tinyBuild
14.99,2015-07-17,No Time To Explain Remastered,tinyBuild
0.0,2015-07-17,CroNix,MAGICS
0.0,2015-07-17,CroNix,MAGICS
0.0,2015-07-17,CroNix,MAGICS
0.0,2015-07-17,CroNix,MAGICS
4.99,2015-07-16,SLIDE: platformer,APAS games
4.99,2015-07-16,SLIDE: platformer,APAS games
4.99,2015-07-17,Super Dungeon Run,Proper Games
4.99,2015-07-17,Super Dungeon Run,Proper Games
4.99,2015-07-17,Super Dungeon Run,Proper Games
4.99,2015-07-17,Super Dungeon Run,Proper Games
4.99,2015-07-17,Super Dungeon Run,Proper Games
0.0,2015-06-26,Tap Tap Infinity,Scary Bee LLC
0.0,2015-06-26,Tap Tap Infinity,Scary Bee LLC
0.0,2015-06-26,Tap Tap Infinity,Scary Bee LLC
0.0,2015-06-26,Tap Tap Infinity,Scary Bee LLC
0.0,2015-06-26,Tap Tap Infinity,Scary Bee LLC
4.99,2015-07-17,Cosmic Rocket Defender,Alien Sync Interactive
4.99,2015-07-17,Cosmic Rocket Defender,Alien Sync Interactive
0.99,2015-07-17,Lethal RPG: War,EyeSpyda Games
0.99,2015-07-17,Lethal RPG: War,EyeSpyda Games
9.99,2015-07-17,Interstellaria,Coldrice Games LLC
9.99,2015-07-17,Interstellaria,Coldrice Games LLC
9.99,2015-07-17,Interstellaria,Coldrice Games LLC
9.99,2015-07-17,Interstellaria,Coldrice Games LLC
9.99,2015-07-17,Interstellaria,Coldrice Games LLC
8.99,2015-07-17,In Space We Brawl,Forge Reply srl
8.99,2015-07-17,In Space We Brawl,Forge Reply srl
1.99,2015-07-17,D4: David's Costume Full Unlock Key,Access Games
1.99,2015-07-17,D4: David's Costume Full Unlock Key,Access Games
1.99,2015-07-17,D4: David's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Forrest's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Forrest's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Forrest's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Amanda's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Amanda's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Amanda's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Olivia's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Olivia's Costume Full Unlock Key,Access Games
0.99,2015-07-17,D4: Olivia's Costume Full Unlock Key,Access Games
1.99,2015-07-17,D4: David's Beard Full Unlock Key,Access Games
1.99,2015-07-17,D4: David's Beard Full Unlock Key,Access Games
1.99,2015-07-17,D4: David's Beard Full Unlock Key,Access Games
4.99,2015-07-17,Vampire of the Sands,Homph
2.99,2015-07-17,Brighter Day,The Loneliest Pixel
2.99,2015-07-17,Brighter Day,The Loneliest Pixel
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
0.0,2015-07-17,Aberoth,"Jarbit,Castle art by Yuriy Gusev"
4.99,2015-07-17,Monstrum - Original Soundtrack,Team Junkfish
0.0,2015-07-17,Luckslinger Demo,Duckbridge
0.0,2015-07-17,Luckslinger Demo,Duckbridge
0.0,2015-07-17,Luckslinger Demo,Duckbridge
3.99,2015-07-17,Official Guide - Undefeated,Aldorlea Games
3.99,2015-07-17,Official Guide - Undefeated,Aldorlea Games
3.99,2015-07-17,Official Guide - Undefeated,Aldorlea Games
4.99,2015-07-17,Mobile Light Force (aka Gunbird),Psikyo
0.0,2015-07-20,Cast of the Seven Godsends - Redux - Soundtrack,Raven Travel Studios
0.0,2015-07-20,Cast of the Seven Godsends - Redux - Soundtrack,Raven Travel Studios
0.0,2015-07-20,Cast of the Seven Godsends - Redux - Soundtrack,Raven Travel Studios
6.99,2015-07-20,Cast of the Seven Godsends - Redux,Raven Travel Studios
6.99,2015-07-20,Cast of the Seven Godsends - Redux,Raven Travel Studios
6.99,2015-07-20,Cast of the Seven Godsends - Redux,Raven Travel Studios
3.99,2016-12-24,HoD: On open seas,HJO Creations
3.99,2016-12-24,HoD: On open seas,HJO Creations
3.99,2016-12-24,HoD: On open seas,HJO Creations
3.99,2016-12-24,HoD: On open seas,HJO Creations
0.99,2015-07-20,"Botology - Map ""Targul"" for Survival Mode",Black Lime Studio
0.99,2015-07-20,"Botology - Map ""Targul"" for Survival Mode",Black Lime Studio
6.99,2015-07-20,TIS-100,Zachtronics
6.99,2015-07-20,TIS-100,Zachtronics
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
0.0,2015-07-02,Heroes of SoulCraft - Arcade MOBA,MobileBits
6.99,2015-07-20,Big Fish Legend,Igry.ru
6.99,2015-07-20,Big Fish Legend,Igry.ru
6.99,2015-07-20,Big Fish Legend,Igry.ru
0.0,2015-07-20,Pixel Fodder,Wacha
0.0,2015-07-20,Pixel Fodder,Wacha
0.0,2015-07-20,Pixel Fodder,Wacha
0.0,2015-07-20,Pixel Fodder,Wacha
0.5,2015-07-20,Super Hipster Lumberjack,Day Dreamer Games
4.99,2014-02-19,"""Glow Ball"" - The billiard puzzle game",WTFOMGames
4.99,2014-02-19,"""Glow Ball"" - The billiard puzzle game",WTFOMGames
4.99,2014-02-19,"""Glow Ball"" - The billiard puzzle game",WTFOMGames
4.99,2014-02-19,"""Glow Ball"" - The billiard puzzle game",WTFOMGames
0.0,2015-07-20,Oblivious Garden ~White Day,"CorypheeSoft,DigitalEZ"
0.0,2015-07-20,Oblivious Garden ~White Day,"CorypheeSoft,DigitalEZ"
9.99,2015-07-20,Breach & Clear: Deadline Rebirth (2016),"Mighty Rabbit Studios,Gun Media"
9.99,2015-07-20,Breach & Clear: Deadline Rebirth (2016),"Mighty Rabbit Studios,Gun Media"
9.99,2015-07-20,Breach & Clear: Deadline Rebirth (2016),"Mighty Rabbit Studios,Gun Media"
9.99,2015-07-20,Breach & Clear: Deadline Rebirth (2016),"Mighty Rabbit Studios,Gun Media"
18.99,2015-07-21,Counter-Strike Nexon: Zombies - Journey to the West + Permanent Character,Nexon
18.99,2015-07-21,Counter-Strike Nexon: Zombies - Journey to the West + Permanent Character,Nexon
18.99,2015-07-21,Counter-Strike Nexon: Zombies - Journey to the West + Permanent Character,Nexon
24.99,2015-07-21,Counter-Strike Nexon: Zombies - Dragon Set + Permanent Character,Nexon
24.99,2015-07-21,Counter-Strike Nexon: Zombies - Dragon Set + Permanent Character,Nexon
24.99,2015-07-21,Counter-Strike Nexon: Zombies - Dragon Set + Permanent Character,Nexon
8.99,2015-07-22,Battle of Empires : 1914-1918,Great War Team
8.99,2015-07-22,Battle of Empires : 1914-1918,Great War Team
1.99,2015-07-21,Project CARS - Modified Car Pack,Slightly Mad Studios
1.99,2015-07-21,Project CARS - Modified Car Pack,Slightly Mad Studios
1.99,2015-07-21,Project CARS - Modified Car Pack,Slightly Mad Studios
14.99,2015-07-21,TEMBO THE BADASS ELEPHANT,Game Freak
14.99,2015-07-21,TEMBO THE BADASS ELEPHANT,Game Freak
14.99,2015-07-21,TEMBO THE BADASS ELEPHANT,Game Freak
1.99,2015-07-21,Super Galaxy Squadron Soundtrack,"Psyche Studios,Random Encounter"
12.99,2015-07-21,WORLD END ECONOMiCA episode.02,Spicy Tails
12.99,2015-07-21,WORLD END ECONOMiCA episode.02,Spicy Tails
3.99,2015-07-23,Rare Weapons Set C (The Tournament Tyrants),Acquire Corp.
3.99,2015-07-23,Rare Weapons Set C (The Tournament Tyrants),Acquire Corp.
3.99,2015-07-23,Rare Weapons Set A (The Amihama Elite),Acquire Corp.
3.99,2015-07-23,Rare Weapons Set A (The Amihama Elite),Acquire Corp.
3.99,2015-07-23,Ryoma Sakamoto,Acquire Corp.
3.99,2015-07-23,Ryoma Sakamoto,Acquire Corp.
7.99,2015-07-23,Five Nights at Freddy's 4,Scott Cawthon
7.99,2015-07-23,Five Nights at Freddy's 4,Scott Cawthon
7.99,2015-07-23,Five Nights at Freddy's 4,Scott Cawthon
14.99,2015-07-23,Russian Front,Electric Rune
0.99,2013-06-01,Robot vs Birds Zombies,yfyx games
0.99,2013-06-01,Robot vs Birds Zombies,yfyx games
0.99,2013-06-01,Robot vs Birds Zombies,yfyx games
0.99,2013-06-01,Robot vs Birds Zombies,yfyx games
9.99,2015-07-23,Dungeon League,Achebit
9.99,2015-07-23,Dungeon League,Achebit
9.99,2015-07-23,Dungeon League,Achebit
9.99,2015-07-23,Dungeon League,Achebit
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
7.99,2015-07-24,Microcosmum: survival of cells,Alexander Byzov
4.99,2015-07-24,OVERGRAVITY,CPsoft
4.99,2015-07-24,OVERGRAVITY,CPsoft
12.99,2015-07-24,Cradle,Flying Cafe for Semianimals
12.99,2015-07-24,Cradle,Flying Cafe for Semianimals
19.99,2015-07-24,Victor Vran ARPG,Haemimont Games
19.99,2015-07-24,Victor Vran ARPG,Haemimont Games
19.99,2015-07-24,Victor Vran ARPG,Haemimont Games
19.99,2015-07-24,Victor Vran ARPG,Haemimont Games
4.99,2015-07-24,Cradle - Soundtrack & Artbook,Flying Cafe for Semianimals
4.99,2015-07-24,Cradle - Soundtrack & Artbook,Flying Cafe for Semianimals
6.99,2015-07-24,Heroes of Legionwood,Dark Gaia Studios
6.99,2015-07-24,Heroes of Legionwood,Dark Gaia Studios
6.99,2015-07-24,Heroes of Legionwood,Dark Gaia Studios
0.0,2015-07-24,Heroes of Legionwood Demo,Dark Gaia Studios
0.0,2015-07-24,Heroes of Legionwood Demo,Dark Gaia Studios
0.0,2015-07-24,Heroes of Legionwood Demo,Dark Gaia Studios
4.99,2014-04-03,Baseball Mogul 2015,"Sports Mogul, Inc."
4.99,2014-04-03,Baseball Mogul 2015,"Sports Mogul, Inc."
4.99,2014-04-03,Baseball Mogul 2015,"Sports Mogul, Inc."
4.99,2014-04-03,Baseball Mogul 2015,"Sports Mogul, Inc."
9.99,2015-07-24,Spectrum: First Light,"Mido Basim,Danny Wei"
7.99,2015-07-24,Arevan,Overcloud9
7.99,2015-07-24,Arevan,Overcloud9
7.99,2015-07-24,Arevan,Overcloud9
7.99,2015-07-24,Arevan,Overcloud9
9.99,2015-07-24,Starchaser: Priestess of the Night Sky,Nonlinear
9.99,2015-07-24,Starchaser: Priestess of the Night Sky,Nonlinear
4.99,2015-07-27,Pixel Space,a REGULAR GAMER
4.99,2015-07-27,Pixel Space,a REGULAR GAMER
4.99,2015-07-27,Pixel Space,a REGULAR GAMER
4.99,2015-07-27,Pixel Space,a REGULAR GAMER
0.0,2015-07-08,Coffin Dodgers Demo,Milky Tea Studios
0.0,2015-07-08,Coffin Dodgers Demo,Milky Tea Studios
0.0,2015-07-08,Coffin Dodgers Demo,Milky Tea Studios
14.99,2015-07-27,Pulsen,4-Panel Footprint
14.99,2015-07-27,Pulsen,4-Panel Footprint
14.99,2015-07-27,Pulsen,4-Panel Footprint
14.99,2015-07-27,Pulsen,4-Panel Footprint
0.0,2015-07-04,NASCAR '15 Chevrolet Pack 1,Eutechnyx
0.0,2015-07-14,NASCAR '15 FREE Thank You Pack,Eutechnyx
0.0,2015-07-14,NASCAR '15 Ford and Toyota Pack 1,Eutechnyx
19.99,2015-07-29,Idol Magical Girl Chiru Chiru Michiru Part 2,Frontwing
19.99,2015-07-29,Idol Magical Girl Chiru Chiru Michiru Part 2,Frontwing
0.99,2015-07-30,Project Druid - 2D Labyrinth Explorer-,Cemil Tasdemir
0.99,2015-07-30,Project Druid - 2D Labyrinth Explorer-,Cemil Tasdemir
9.99,2015-07-31,Pluck,Benjamin Lapid
9.99,2015-07-31,Pluck,Benjamin Lapid
9.99,2015-07-31,Pluck,Benjamin Lapid
9.99,2015-07-31,Pluck,Benjamin Lapid
1.99,2015-07-30,Siege Wars,RunServer
1.99,2015-07-30,Siege Wars,RunServer
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
7.99,2015-07-31,Hydraulic Empire,Batholith Entertainment
4.99,2015-07-30,The Princess' Heart,RosePortal Games
4.99,2015-07-30,The Princess' Heart,RosePortal Games
4.99,2015-07-30,The Princess' Heart,RosePortal Games
2.99,2015-07-30,MANOS,FreakZone Games
2.99,2015-07-30,MANOS,FreakZone Games
2.99,2015-07-30,MANOS,FreakZone Games
9.99,2015-07-30,Fated Souls,Warfare Studios
9.99,2015-07-30,Fated Souls,Warfare Studios
9.99,2015-07-30,Fated Souls,Warfare Studios
9.99,2015-07-30,Fated Souls,Warfare Studios
9.99,2015-07-30,Deserter Simulator,Pocket Queries
9.99,2015-07-30,Deserter Simulator,Pocket Queries
9.99,2015-07-30,Deserter Simulator,Pocket Queries
9.99,2015-07-30,Deserter Simulator,Pocket Queries
4.99,2015-07-31,Damn virgins,Luis Ruiz
4.99,2015-07-31,Damn virgins,Luis Ruiz
4.99,2015-07-31,Damn virgins,Luis Ruiz
13.99,2015-07-30,REVERSE SIDE,REEW GAMES
13.99,2015-07-30,REVERSE SIDE,REEW GAMES
13.99,2015-07-30,REVERSE SIDE,REEW GAMES
13.99,2015-07-30,REVERSE SIDE,REEW GAMES
13.99,2015-07-30,REVERSE SIDE,REEW GAMES
3.99,2015-07-31,Super Space Meltdown,"Polyquest Games,ZXDigital Ltd"
3.99,2015-07-31,Super Space Meltdown,"Polyquest Games,ZXDigital Ltd"
3.99,2015-07-31,Super Space Meltdown,"Polyquest Games,ZXDigital Ltd"
14.99,2015-07-31,Deficis,Gneu LLC
14.99,2015-07-31,Deficis,Gneu LLC
14.99,2015-07-31,Deficis,Gneu LLC
14.99,2015-07-31,Deficis,Gneu LLC
4.99,2015-07-31,Mystical,Philippe Forgeur
4.99,2015-07-31,Mystical,Philippe Forgeur
4.99,2015-07-31,Mystical,Philippe Forgeur
3.99,2015-07-31,Gunjitsu,Decent Machine
3.99,2015-07-31,Gunjitsu,Decent Machine
3.99,2015-07-31,Gunjitsu,Decent Machine
9.99,2013-11-10,Dream Chamber,Forge Reply
1.99,2015-08-03,3D Paraglider,khos85
1.99,2015-08-03,3D Paraglider,khos85
1.99,2015-08-03,3D Paraglider,khos85
4.99,2015-07-31,ENKI,Storm in a Teacup
4.99,2015-07-31,ENKI,Storm in a Teacup
4.99,2015-08-03,Caverns of the Snow Witch,Tin Man Games
4.99,2015-08-03,Caverns of the Snow Witch,Tin Man Games
4.99,2015-08-03,Caverns of the Snow Witch,Tin Man Games
0.99,2015-07-31,Radial Impact,Devin Sherry
0.99,2015-07-31,Radial Impact,Devin Sherry
4.99,2015-08-03,Duet,Kumobius
4.99,2015-08-03,Duet,Kumobius
19.99,2015-08-03,Submerged,Uppercut Games Pty Ltd
19.99,2015-08-03,Submerged,Uppercut Games Pty Ltd
9.99,2015-08-04,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,"wefiends, Inc."
9.99,2015-08-04,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,"wefiends, Inc."
4.99,2015-08-04,The Logomancer,"Jeffrey Nordin,Justin Nordin"
4.99,2015-08-04,The Logomancer,"Jeffrey Nordin,Justin Nordin"
4.99,2015-08-04,The Logomancer,"Jeffrey Nordin,Justin Nordin"
4.99,2015-08-04,Unfinished - An Artist's Lament,Dust Scratch Games
4.99,2015-08-04,Unfinished - An Artist's Lament,Dust Scratch Games
1.99,2015-08-04,Zombie Killtime,Nicholas Mallory
1.99,2015-08-04,Zombie Killtime,Nicholas Mallory
1.99,2015-08-04,Zombie Killtime,Nicholas Mallory
1.99,2015-08-04,Zombie Killtime,Nicholas Mallory
19.99,2015-08-04,FSX: Steam Edition - Jabiru J160 Add-On,Iris Flight Simulation Software
0.0,2008-03-07,SAGA,"Silverlode Interactive,Wasatch Games"
0.0,2008-03-07,SAGA,"Silverlode Interactive,Wasatch Games"
0.0,2008-03-07,SAGA,"Silverlode Interactive,Wasatch Games"
0.0,2008-03-07,SAGA,"Silverlode Interactive,Wasatch Games"
4.99,2015-08-04,Superstar Dance Club,Atomic Planet
29.99,2015-08-04,Fairy Fencer F,"Idea Factory,Compile Heart"
4.99,2015-08-04,Twin Robots,Thinice
4.99,2015-08-04,Twin Robots,Thinice
4.99,2015-08-04,Twin Robots,Thinice
1.99,2015-08-04,ADventure Lib,Fancy Fish Games
1.99,2015-08-04,ADventure Lib,Fancy Fish Games
2.99,2015-08-04,ADventure Lib Original Soundtrack,Fancy Fish Games
2.99,2015-08-04,ADventure Lib Original Soundtrack,Fancy Fish Games
10.99,2015-08-04,Princess Kaguya: Legend of the Moon Warrior,Zoo Corporation
0.0,2015-08-05,Soccer Legends,SOEDESCO Publishing
0.0,2015-08-05,Soccer Legends,SOEDESCO Publishing
0.0,2015-08-05,Soccer Legends,SOEDESCO Publishing
0.0,2015-08-05,Soccer Legends,SOEDESCO Publishing
0.0,2015-08-05,Soccer Legends,SOEDESCO Publishing
19.99,2015-08-05,Empyrion - Galactic Survival,Eleon Game Studios
19.99,2015-08-05,Empyrion - Galactic Survival,Eleon Game Studios
19.99,2015-08-05,Empyrion - Galactic Survival,Eleon Game Studios
19.99,2015-08-05,Empyrion - Galactic Survival,Eleon Game Studios
19.99,2015-08-05,Empyrion - Galactic Survival,Eleon Game Studios
2.99,2015-08-05,President for a Day - Corruption,Serious Games Interactive
2.99,2015-08-05,President for a Day - Corruption,Serious Games Interactive
2.99,2015-08-05,President for a Day - Corruption,Serious Games Interactive
5.99,2015-08-04,Asphyxia,ebi-hime
5.99,2015-08-04,Asphyxia,ebi-hime
4.99,2015-08-05,INK,ZackBellGames
4.99,2015-08-05,INK,ZackBellGames
4.99,2015-08-05,INK,ZackBellGames
3.99,2015-09-28,One Final Breath™,Dark Day Interactive
3.99,2015-09-28,One Final Breath™,Dark Day Interactive
3.99,2015-09-28,One Final Breath™,Dark Day Interactive
3.99,2015-09-28,One Final Breath™,Dark Day Interactive
1.99,2015-08-05,INK - Soundtrack + Art,ZackBellGames
1.99,2015-08-05,INK - Soundtrack + Art,ZackBellGames
1.99,2015-08-05,INK - Soundtrack + Art,ZackBellGames
0.0,2015-08-10,the static speaks my name,the whale husband
0.0,2015-08-10,the static speaks my name,the whale husband
0.0,2015-08-10,the static speaks my name,the whale husband
0.0,2015-08-10,the static speaks my name,the whale husband
4.99,2015-08-10,TNN Motorsports Hardcore TR,ASC Games
4.99,2015-08-10,TNN Motorsports Hardcore TR,ASC Games
12.99,2015-08-10,Celestian Tales: Old North,Ekuator Games
12.99,2015-08-10,Celestian Tales: Old North,Ekuator Games
3.99,2015-08-10,Call of Duty®: Advanced Warfare - Ohm Weapon Pack,Sledgehammer Games
4.99,2015-08-10,Notch Original Soundtrack - Omega Episode,"Angels Blue Digital Entertainment,DigitalEZ"
4.99,2015-08-10,Notch Original Soundtrack - Omega Episode,"Angels Blue Digital Entertainment,DigitalEZ"
0.99,2015-08-10,Call of Tomsk-7,Daniel Mercier
0.99,2015-08-10,Call of Tomsk-7,Daniel Mercier
0.0,2015-08-10,The Bug Butcher Demo,Awfully Nice Studio
0.0,2015-08-10,The Bug Butcher Demo,Awfully Nice Studio
0.0,2015-08-10,The Bug Butcher Demo,Awfully Nice Studio
2.99,2015-08-11,Pirates Deck,Smit Parmar
2.99,2015-08-11,Pirates Deck,Smit Parmar
2.99,2015-08-11,Pirates Deck,Smit Parmar
14.99,2015-08-10,Shadow Blade: Reload,Dead Mage
14.99,2015-08-10,Shadow Blade: Reload,Dead Mage
1.99,2015-08-10,100% Orange Juice - Alte & Kyoko Character Pack,Orange_Juice
1.99,2015-08-10,100% Orange Juice - Alte & Kyoko Character Pack,Orange_Juice
2.99,2015-08-10,Royal Bounty HD,iosoftware
2.99,2015-08-10,Royal Bounty HD,iosoftware
2.99,2015-08-10,Royal Bounty HD,iosoftware
2.99,2015-08-10,Royal Bounty HD,iosoftware
4.99,2015-08-10,Wanderlust Adventures - Official Soundtrack,"Chris Christodoulou,Yeti Trunk"
4.99,2015-08-10,Wanderlust Adventures - Official Soundtrack,"Chris Christodoulou,Yeti Trunk"
4.99,2015-08-10,Wanderlust Adventures - Official Soundtrack,"Chris Christodoulou,Yeti Trunk"
4.99,2015-08-10,Wanderlust Adventures - Official Soundtrack,"Chris Christodoulou,Yeti Trunk"
9.99,2015-08-10,Wanderlust Adventures,Yeti Trunk
9.99,2015-08-10,Wanderlust Adventures,Yeti Trunk
9.99,2015-08-10,Wanderlust Adventures,Yeti Trunk
9.99,2015-08-10,Wanderlust Adventures,Yeti Trunk
1.99,2015-08-10,Blaster Shooter GunGuy!,Adam DeLease
1.99,2015-08-10,Blaster Shooter GunGuy!,Adam DeLease
1.99,2015-08-10,Blaster Shooter GunGuy!,Adam DeLease
14.99,2015-08-11,OlliOlli2: Welcome to Olliwood,Roll7
14.99,2015-08-11,OlliOlli2: Welcome to Olliwood,Roll7
14.99,2015-08-11,OlliOlli2: Welcome to Olliwood,Roll7
4.99,2015-08-12,Toy Soldiers: War Chest - Assassin’s Creed® Pack,"Signal Studios,Krome Studios"
4.99,2015-08-12,Toy Soldiers: War Chest - Assassin’s Creed® Pack,"Signal Studios,Krome Studios"
9.99,2015-08-12,The Cat Machine,Cranktrain
9.99,2015-08-12,The Cat Machine,Cranktrain
4.99,2015-08-12,Gravity Error,Faris Mohammed
0.0,2015-08-12,Skyrim Script Extender (SKSE),The SKSE Team
1.99,2015-08-12,The Journey Back,Erwin Wolf
1.99,2015-08-12,The Journey Back,Erwin Wolf
1.99,2015-08-12,The Journey Back,Erwin Wolf
9.99,2015-08-12,Hacknet,Team Fractal Alligator
9.99,2015-08-12,Hacknet,Team Fractal Alligator
4.99,2015-08-12,Angry Arrows,DanielDavisGames
4.99,2015-08-12,Angry Arrows,DanielDavisGames
4.99,2015-08-12,Angry Arrows,DanielDavisGames
0.0,2015-08-12,Silver Creek Falls: Chapter 1,Sapphire Dragon Productions
0.0,2015-08-12,Silver Creek Falls: Chapter 1,Sapphire Dragon Productions
0.0,2015-08-12,Silver Creek Falls: Chapter 1,Sapphire Dragon Productions
3.99,2015-07-07,Rocket League® - Supersonic Fury DLC Pack,"Psyonix, Inc."
3.99,2015-07-07,Rocket League® - Supersonic Fury DLC Pack,"Psyonix, Inc."
3.99,2015-07-07,Rocket League® - Supersonic Fury DLC Pack,"Psyonix, Inc."
3.99,2015-07-07,Rocket League® - Supersonic Fury DLC Pack,"Psyonix, Inc."
4.99,2015-07-07,Rocket League: Official Game Soundtrack,"Psyonix, Inc."
4.99,2015-07-07,Rocket League: Official Game Soundtrack,"Psyonix, Inc."
4.99,2015-07-07,Rocket League: Official Game Soundtrack,"Psyonix, Inc."
4.99,2015-07-07,Rocket League: Official Game Soundtrack,"Psyonix, Inc."
6.99,2015-08-13,Sentinel 4: Dark Star,Origin8 Technologies Ltd
6.99,2015-08-13,Sentinel 4: Dark Star,Origin8 Technologies Ltd
14.99,2015-08-13,BRAWL,Bloober Team SA
14.99,2015-08-13,BRAWL,Bloober Team SA
0.0,2015-08-13,Horizon Shift Demo,Flump Studios
0.0,2015-08-13,Horizon Shift Demo,Flump Studios
0.99,2015-08-14,Kaiju-A-GoGo: Plant Zombie Shrubby Skin,Kerberos Productions Inc.
0.99,2015-08-14,Kaiju-A-GoGo: Plant Zombie Shrubby Skin,Kerberos Productions Inc.
0.99,2015-08-14,Kaiju-A-GoGo: Plant Zombie Shrubby Skin,Kerberos Productions Inc.
0.99,2015-08-14,Kaiju-A-GoGo: Plant Zombie Shrubby Skin,Kerberos Productions Inc.
4.99,2015-08-13,Mute Crimson+,Iced Lizard Games
4.99,2015-08-13,Mute Crimson+,Iced Lizard Games
4.99,2015-08-13,Mute Crimson+,Iced Lizard Games
2.99,2015-08-14,Labyronia RPG,Labyrinthine
2.99,2015-08-14,Labyronia RPG,Labyrinthine
2.99,2015-08-14,Labyronia RPG,Labyrinthine
2.99,2015-08-14,Labyronia RPG,Labyrinthine
16.99,2015-08-13,FSX: Steam Edition - Greenland Nuuk Add-On,FSDG Online
0.0,2015-08-13,Cannon Brawl Demo,Turtle Sandbox LLC
0.0,2015-08-13,Cannon Brawl Demo,Turtle Sandbox LLC
0.0,2015-08-13,Cannon Brawl Demo,Turtle Sandbox LLC
0.0,2015-08-13,Cannon Brawl Demo,Turtle Sandbox LLC
2.99,2015-08-14,Trucker 2,Silden
2.99,2015-08-14,Trucker 2,Silden
0.0,2015-08-13,TSIOQUE Demo,"OhNoo Studio,Smile"
0.0,2015-08-13,TSIOQUE Demo,"OhNoo Studio,Smile"
9.99,2015-08-14,Industry Giant 2,"Fancy Bytes, Reactor"
9.99,2015-08-14,Industry Giant 2,"Fancy Bytes, Reactor"
4.99,2015-08-14,Bard's Gold,Erdem Sen
12.99,2015-08-13,C-Wars,Onipunks Studio Inc.
12.99,2015-08-13,C-Wars,Onipunks Studio Inc.
12.99,2015-08-13,C-Wars,Onipunks Studio Inc.
12.99,2015-08-13,C-Wars,Onipunks Studio Inc.
12.99,2015-08-13,C-Wars,Onipunks Studio Inc.
1.99,2015-08-14,Three Digits,Cleverweek
1.99,2015-08-14,Three Digits,Cleverweek
9.99,2015-08-14,Marble Muse,Ketos Games
9.99,2015-08-14,Marble Muse,Ketos Games
9.99,2015-08-14,Marble Muse,Ketos Games
1.99,2015-08-18,Sim Junta,Icehole Games
1.99,2015-08-18,Sim Junta,Icehole Games
