app_name,release_date,genres,id
Gotham City Impostors Free to Play: Premium Card Pack 6,2012-08-30,Action,216461
Gotham City Impostors Free to Play: Costume Coin Boost - Solo,2012-08-30,Action,216462
To the Moon Soundtrack,2012-09-07,Indie,206450
Batman: Arkham City - Game of the Year Edition,2012-09-07,Action,200260
Batman: Arkham City - Game of the Year Edition,2012-09-07,Adventure,200260
To the Moon,2011-11-01,Adventure,206440
To the Moon,2011-11-01,Indie,206440
To the Moon,2011-11-01,RPG,206440
Intrusion 2,2012-09-11,Action,214970
Intrusion 2,2012-09-11,Indie,214970
Gotham City Impostors Free to Play: Ultimate Impostor Kit,2012-08-30,Action,216468
Critter Crunch,2012-09-11,Action,61730
Critter Crunch,2012-09-11,Indie,61730
Critter Crunch,2012-09-11,Casual,61730
Hearts of Iron III: Sounds of Conflict,2012-09-12,Strategy,214981
Arma 2: Army of the Czech Republic,2012-09-12,Action,33934
Arma 2: Army of the Czech Republic,2012-09-12,Simulation,33934
Jet Set Radio,2012-09-19,Action,205950
Magic: The Gathering - Duels of the Planeswalkers 2013 Expansion,2012-09-19,Strategy,97350
Awesomenauts - Expendable Clunk Skin,2012-09-19,Action,204312
Awesomenauts - Expendable Clunk Skin,2012-09-19,Indie,204312
Awesomenauts - Expendable Clunk Skin,2012-09-19,Strategy,204312
Awesomenauts - Bumble Gnaw Skin,2012-09-19,Action,204310
Awesomenauts - Bumble Gnaw Skin,2012-09-19,Indie,204310
Awesomenauts - Bumble Gnaw Skin,2012-09-19,Strategy,204310
Awesomenauts - Hotrod Derpl Skin,2012-09-19,Action,204308
Awesomenauts - Hotrod Derpl Skin,2012-09-19,Indie,204308
Awesomenauts - Hotrod Derpl Skin,2012-09-19,Strategy,204308
Awesomenauts - Kosmonaut Yuri Skin,2012-09-19,Action,204309
Awesomenauts - Kosmonaut Yuri Skin,2012-09-19,Indie,204309
Awesomenauts - Kosmonaut Yuri Skin,2012-09-19,Strategy,204309
Awesomenauts - Grandmaster Splash Skin,2012-09-19,Action,204307
Awesomenauts - Grandmaster Splash Skin,2012-09-19,Indie,204307
Awesomenauts - Grandmaster Splash Skin,2012-09-19,Strategy,204307
Awesomenauts - Coco Hawaii Skin,2012-09-19,Action,204304
Awesomenauts - Coco Hawaii Skin,2012-09-19,Indie,204304
Awesomenauts - Coco Hawaii Skin,2012-09-19,Strategy,204304
Might & Magic: Heroes VI - Danse Macabre Adventure Pack,2012-09-27,RPG,48232
Might & Magic: Heroes VI - Danse Macabre Adventure Pack,2012-09-27,Strategy,48232
Resident Evil: Operation Raccoon City - Renegade Weapons Pack,2012-09-24,Action,210016
Resident Evil: Operation Raccoon City - Classic Weapons Pack,2012-09-24,Action,210018
Resident Evil: Operation Raccoon City - Elite Weapons Pack,2012-09-24,Action,210017
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1,2012-09-24,Action,210012
Resident Evil: Operation Raccoon City - Weapon Stash,2012-09-24,Action,210019
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2,2012-09-24,Action,210013
"Wargame: European Escalation - ""Commander"" (Free DLC)",2012-09-25,Strategy,58648
The Testament of Sherlock Holmes,2012-09-25,Adventure,205650
ETHER VAPOR Remaster,2012-09-27,Action,214570
Carrier Command: Gaea Mission,2012-09-28,Action,65740
Carrier Command: Gaea Mission,2012-09-28,Strategy,65740
3D-Coat V4.8,2012-10-02,Animation &amp; Modeling,100980
BIT.TRIP.CORE Soundtrack,2012-10-02,Action,205063
BIT.TRIP.CORE Soundtrack,2012-10-02,Indie,205063
Cortex Command,2012-09-28,Action,209670
Cortex Command,2012-09-28,Indie,209670
Cortex Command,2012-09-28,Strategy,209670
Dogfight 1942 Russia Under Siege,2012-09-28,Action,217962
BIT.TRIP CORE,2012-10-02,Action,205060
BIT.TRIP CORE,2012-10-02,Indie,205060
Borderlands 2: Mechromancer Pack,2012-10-09,Action,213230
Borderlands 2: Mechromancer Pack,2012-10-09,RPG,213230
"Duels 2013 ""Aura Servants"" Deck Key",2012-10-10,Strategy,97380
"Duels 2013 ""Mindstorms"" Deck Key",2012-10-10,Strategy,97384
"Duels 2013 ""Mindstorms"" Foil Conversion",2012-10-10,Strategy,97385
"Duels 2013 ""Collective Might"" Foil Conversion",2012-10-10,Strategy,97389
"Duels 2013 ""Aura Servants"" Foil Conversion",2012-10-10,Strategy,97381
Rocksmith - Queen - Keep Yourself Alive,2012-10-16,Casual,206146
Rocksmith - Queen - Keep Yourself Alive,2012-10-16,Simulation,206146
"Duels 2013 ""Collective Might"" Deck Key",2012-10-10,Strategy,97388
"Duels 2013 ""Sepulchral Strength"" Deck Key",2012-10-10,Strategy,97382
Rocketbirds: Hardboiled Chicken,2012-10-15,Adventure,215510
Rocketbirds: Hardboiled Chicken,2012-10-15,Indie,215510
Doom 3: BFG Edition,2012-10-15,Action,208200
Borderlands 2 - Captain Scarlett and her Pirate's Booty,2012-10-16,Action,207870
Borderlands 2 - Captain Scarlett and her Pirate's Booty,2012-10-16,RPG,207870
Sleeping Dogs - Street Racer Pack,2012-10-16,Action,215247
Sleeping Dogs - Street Racer Pack,2012-10-16,Racing,215247
Sleeping Dogs - Tactical Soldier Pack,2012-10-16,Action,215246
Sleeping Dogs - Tactical Soldier Pack,2012-10-16,Adventure,215246
Dungeon Defenders Anniversary Pack,2012-10-16,Action,222680
Dungeon Defenders Anniversary Pack,2012-10-16,Strategy,222680
Dungeon Defenders Anniversary Pack,2012-10-16,RPG,222680
Dungeon Defenders Anniversary Pack,2012-10-16,Indie,222680
Crusader Kings II: Songs of Byzantium,2012-10-16,Strategy,210901
Rocksmith - My Chemical Romance - Planetary (GO!),2012-10-16,Casual,206141
Rocksmith - My Chemical Romance - Planetary (GO!),2012-10-16,Simulation,206141
Rocksmith - 3 Doors Down - 3-Song Pack,2012-10-16,Casual,206120
Rocksmith - 3 Doors Down - 3-Song Pack,2012-10-16,Simulation,206120
Rocksmith - The Police - Synchronicity II,2012-10-16,Casual,206133
Rocksmith - The Police - Synchronicity II,2012-10-16,Simulation,206133
Rocksmith - 3 Doors Down - Loser,2012-10-16,Casual,206119
Rocksmith - 3 Doors Down - Loser,2012-10-16,Simulation,206119
Rocksmith - 3 Doors Down - When I'm Gone,2012-10-16,Casual,206117
Rocksmith - 3 Doors Down - When I'm Gone,2012-10-16,Simulation,206117
Rocksmith - blink-182 - All The Small Things,2012-10-16,Casual,206114
Rocksmith - blink-182 - All The Small Things,2012-10-16,Simulation,206114
Rocksmith - blink-182 - Dammit,2012-10-16,Casual,206113
Rocksmith - blink-182 - Dammit,2012-10-16,Simulation,206113
Rocksmith - The Black Keys - Just Got To Be,2012-10-16,Casual,206106
Rocksmith - The Black Keys - Just Got To Be,2012-10-16,Simulation,206106
Rocksmith - Pearl Jam - Black,2012-10-16,Casual,206111
Rocksmith - Pearl Jam - Black,2012-10-16,Simulation,206111
Rocksmith - The Police - Roxanne,2012-10-16,Casual,206131
Rocksmith - The Police - Roxanne,2012-10-16,Simulation,206131
Rocksmith - Queen - Stone Cold Crazy,2012-10-16,Casual,206144
Rocksmith - Queen - Stone Cold Crazy,2012-10-16,Simulation,206144
Rocksmith - The Allman Brothers Band - Jessica,2012-10-16,Casual,206094
Rocksmith - The Allman Brothers Band - Jessica,2012-10-16,Simulation,206094
Rocksmith - Marvin Gaye - What's Going On,2012-10-16,Casual,206156
Rocksmith - Marvin Gaye - What's Going On,2012-10-16,Simulation,206156
Rocksmith - Albert King with Stevie Ray Vaughan - Born Under a Bad Sign,2012-10-16,Casual,206123
Rocksmith - Albert King with Stevie Ray Vaughan - Born Under a Bad Sign,2012-10-16,Simulation,206123
Rocksmith - The Blues Brothers Band - Soul Man,2012-10-16,Casual,206122
Rocksmith - The Blues Brothers Band - Soul Man,2012-10-16,Simulation,206122
Rocksmith - The Black Keys 3-Song Pack,2012-10-16,Casual,206107
Rocksmith - The Black Keys 3-Song Pack,2012-10-16,Simulation,206107
Rocksmith - Megadeth 3-Song Pack,2012-10-16,Casual,206102
Rocksmith - Megadeth 3-Song Pack,2012-10-16,Simulation,206102
Rocksmith - Queen 5-Song Pack,2012-10-16,Casual,206148
Rocksmith - Queen 5-Song Pack,2012-10-16,Simulation,206148
Rocksmith - My Chemical Romance 3-Song Pack,2012-10-16,Casual,206142
Rocksmith - My Chemical Romance 3-Song Pack,2012-10-16,Simulation,206142
Rocksmith - The Allman Brothers Band - Whipping Post,2012-10-16,Casual,206160
Rocksmith - The Allman Brothers Band - Whipping Post,2012-10-16,Simulation,206160
Rocksmith - My Chemical Romance - Na Na Na (Na Na Na Na Na),2012-10-16,Casual,206140
Rocksmith - My Chemical Romance - Na Na Na (Na Na Na Na Na),2012-10-16,Simulation,206140
Rocksmith - The Temptations - My Girl,2012-10-16,Casual,206155
Rocksmith - The Temptations - My Girl,2012-10-16,Simulation,206155
Rocksmith - Megadeth - Public Enemy No. 1,2012-10-16,Casual,206101
Rocksmith - Megadeth - Public Enemy No. 1,2012-10-16,Simulation,206101
Rocksmith - Deep Purple - Smoke on the Water,2012-10-16,Casual,206095
Rocksmith - Deep Purple - Smoke on the Water,2012-10-16,Simulation,206095
Rocksmith - Megadeth - Symphony of Destruction,2012-10-16,Casual,206099
Rocksmith - Megadeth - Symphony of Destruction,2012-10-16,Simulation,206099
Rocksmith™,2012-10-16,Casual,205190
Rocksmith™,2012-10-16,Simulation,205190
Edna & Harvey: Harvey's New Eyes,2012-10-16,Adventure,219910
Edna & Harvey: Harvey's New Eyes,2012-10-16,Indie,219910
Unity of Command: Stalingrad Campaign,2012-10-17,Indie,218090
Unity of Command: Stalingrad Campaign,2012-10-17,Strategy,218090
Primal Carnage,2012-10-29,Action,215470
Primal Carnage,2012-10-29,Indie,215470
Rocksmith - The Knack - My Sharona,2012-10-16,Casual,206151
Rocksmith - The Knack - My Sharona,2012-10-16,Simulation,206151
Rocksmith - 3 Doors Down - Kryptonite,2012-10-16,Casual,206118
Rocksmith - 3 Doors Down - Kryptonite,2012-10-16,Simulation,206118
Giana Sisters: Twisted Dreams,2012-10-22,Action,223220
Giana Sisters: Twisted Dreams,2012-10-22,Indie,223220
Tropico 4: Pirate Heaven DLC,2012-10-23,Simulation,205632
Tropico 4: Pirate Heaven DLC,2012-10-23,Strategy,205632
A Game of Dwarves,2012-10-23,Strategy,200370
A Game of Dwarves,2012-10-23,Casual,200370
XCOM: Enemy Unknown - Elite Soldier Pack,2012-10-23,Strategy,209811
Hotline Miami,2012-10-23,Action,219150
Hotline Miami,2012-10-23,Indie,219150
ROSE Online,2012-10-23,Free to Play,215120
ROSE Online,2012-10-23,Massively Multiplayer,215120
ROSE Online,2012-10-23,RPG,215120
Sleeping Dogs: The SWAT Pack,2012-10-23,Action,215245
Sleeping Dogs: The SWAT Pack,2012-10-23,Adventure,215245
Sleeping Dogs: Screen Legends Pack,2012-10-23,Action,215248
Sleeping Dogs: Screen Legends Pack,2012-10-23,Adventure,215248
Krater - Character DLC Mayhem MK13,2012-10-23,Action,204734
Krater - Character DLC Mayhem MK13,2012-10-23,Adventure,204734
Krater - Character DLC Mayhem MK13,2012-10-23,Strategy,204734
Krater - Character DLC Mayhem MK13,2012-10-23,RPG,204734
Krater - Character DLC Mayhem MK13,2012-10-23,Indie,204734
Guns of Icarus Online,2012-10-29,Action,209080
Guns of Icarus Online,2012-10-29,Adventure,209080
Guns of Icarus Online,2012-10-29,Indie,209080
Guns of Icarus Online,2012-10-29,Simulation,209080
Condemned: Criminal Origins,2006-04-11,Action,4720
Beyond Divinity,2004-04-27,RPG,219760
Magicka: Grimnir's Laboratory,2012-10-29,Action,73120
Magicka: Grimnir's Laboratory,2012-10-29,RPG,73120
Divinity II: Developer's Cut,2012-10-29,RPG,219780
Rocksmith - Avenged Sevenfold - Beast and the Harlot,2012-10-30,Casual,206174
Rocksmith - Avenged Sevenfold - Beast and the Harlot,2012-10-30,Simulation,206174
Rocksmith - Avenged Sevenfold - Afterlife,2012-10-30,Casual,206175
Rocksmith - Avenged Sevenfold - Afterlife,2012-10-30,Simulation,206175
POSTAL 2,2003-04-13,Action,223470
POSTAL 2,2003-04-13,Adventure,223470
POSTAL 2,2003-04-13,Indie,223470
Sleeping Dogs: Ghost Pig,2012-11-02,Action,216330
Sleeping Dogs: Ghost Pig,2012-11-02,Adventure,216330
F1 RACE STARS™,2012-11-13,Racing,203680
Chaos on Deponia,2012-11-06,Adventure,220740
Chaos on Deponia,2012-11-06,Indie,220740
Gemini Wars,2012-11-02,Indie,216130
Gemini Wars,2012-11-02,Strategy,216130
APB Reloaded Urban Survival Pack,2012-11-06,Action,113405
APB Reloaded Urban Survival Pack,2012-11-06,Free to Play,113405
APB Reloaded Urban Survival Pack,2012-11-06,Massively Multiplayer,113405
Magic: The Gathering - 2013 Deck Pack 1,2012-11-07,Strategy,208830
Worms Revolution - Mars Pack,2012-11-07,Strategy,200188
Gratuitous Tank Battles - The Western Front,2012-11-09,Strategy,205541
Gratuitous Tank Battles - The Western Front,2012-11-09,Indie,205541
Gratuitous Tank Battles - The Western Front,2012-11-09,Simulation,205541
Sine Mora,2012-11-09,Action,207040
Sine Mora,2012-11-09,Indie,207040
Fly'N,2012-11-09,Action,223730
Fly'N,2012-11-09,Adventure,223730
Fly'N,2012-11-09,Indie,223730
Puddle,2012-11-09,Action,222140
Puddle,2012-11-09,Indie,222140
Puddle,2012-11-09,Simulation,222140
Memento Mori,2012-11-09,Adventure,200490
Clan of Champions - New Helmet Pack 1,2012-11-09,Action,215309
Clan of Champions - Item Box +,2012-11-09,Action,215303
Clan of Champions - New Armor Pack 1,2012-11-09,Action,215311
Call of Duty®: Black Ops II,2012-11-12,Action,202970
Sleeping Dogs: Deep Undercover Pack,2012-11-13,Action,202193
Sleeping Dogs: Deep Undercover Pack,2012-11-13,Adventure,202193
Sleeping Dogs - Triad Enforcer Pack,2012-11-13,Action,215253
Sleeping Dogs - Triad Enforcer Pack,2012-11-13,Adventure,215253
F1 Race Stars - Music Accessory Pack,2012-11-13,Racing,220803
Sleeping Dogs: Square Enix Character Pack,2012-11-13,Action,216331
Sleeping Dogs: Square Enix Character Pack,2012-11-13,Adventure,216331
F1 Race Stars - Science Accessory Pack,2012-11-13,Racing,220805
F1 Race Stars - Princess Accessory Pack,2012-11-13,Racing,220804
F1 Race Stars - Nature Accessory Pack,2012-11-13,Racing,220806
F1 Race Stars - Monster Accessory Pack,2012-11-13,Racing,220807
Jagged Alliance 2 - Wildfire,2004-03-08,RPG,215930
Jagged Alliance 2 - Wildfire,2004-03-08,Strategy,215930
Hitman: Absolution: Bartoli Custom Gun,2012-11-19,Action,216414
Hitman: Absolution: Agency HX UMP,2012-11-19,Action,216413
Hitman: Absolution: Agency SPS 12,2012-11-19,Action,216412
Hitman: Absolution: Deus Ex (Adam Jensen) Handgun,2012-11-19,Action,216421
Hitman: Absolution: High Tech Disguise,2012-11-19,Action,216417
Hitman: Absolution: Deus Ex (Adam Jensen) Disguise,2012-11-19,Action,216420
The Sims 3: Supernatural,2012-11-20,Simulation,223593
The Sims 3: Diesel Stuff,2012-11-20,Simulation,223592
The Sims 3: Seasons,2012-11-20,Simulation,223594
"Magic 2013 ""Act of War"" Deck Key",2012-11-21,Strategy,208833
"Magic 2013 ""Sky and Scale"" Foil Conversion",2012-11-21,Strategy,208842
"Magic 2013 ""Act of War"" Foil Conversion",2012-11-21,Strategy,208834
"Magic 2013 ""Sky and Scale"" Deck Key",2012-11-21,Strategy,208841
Worms Revolution: Medieval Tales DLC,2012-11-21,Strategy,200185
Train Simulator: Union Pacific Big Boy Loco Add-On,2012-11-23,Simulation,208361
Miasmata,2012-11-28,Action,223510
Miasmata,2012-11-28,Adventure,223510
Miasmata,2012-11-28,Indie,223510
Stealth Bastard Deluxe - Soundtrack,2012-11-28,Action,209201
Stealth Bastard Deluxe - Soundtrack,2012-11-28,Indie,209201
Tomb Raider VI: The Angel of Darkness,2012-11-28,Action,225020
Stealth Bastard Deluxe,2012-11-28,Action,209190
Stealth Bastard Deluxe,2012-11-28,Indie,209190
GT Legends,2005-09-26,Racing,44690
GT Legends,2005-09-26,Simulation,44690
GT Legends,2005-09-26,Sports,44690
Trainz Simulator DLC: PRR T1,2012-11-29,Simulation,24676
The Book of Unwritten Tales: The Critter Chronicles,2012-12-05,Adventure,221830
The Book of Unwritten Tales: The Critter Chronicles,2012-12-05,Indie,221830
Primordia,2012-12-05,Adventure,227000
Primordia,2012-12-05,Indie,227000
A Game of Dwarves: Star Dwarves,2012-12-06,Strategy,222222
A Game of Dwarves: Star Dwarves,2012-12-06,Casual,222222
A Game of Dwarves: Ale Pack,2012-12-06,Strategy,222221
A Game of Dwarves: Ale Pack,2012-12-06,Casual,222221
Mabinogi,2012-12-06,Action,212200
Mabinogi,2012-12-06,Adventure,212200
Mabinogi,2012-12-06,Casual,212200
Mabinogi,2012-12-06,Free to Play,212200
Mabinogi,2012-12-06,Massively Multiplayer,212200
Mabinogi,2012-12-06,RPG,212200
Mabinogi,2012-12-06,Simulation,212200
Triple Town,2012-12-06,Strategy,209950
Triple Town,2012-12-06,Indie,209950
Triple Town,2012-12-06,Casual,209950
Legacy of Kain: Defiance,2003-12-17,Action,224300
Legacy of Kain: Defiance,2003-12-17,Adventure,224300
Legacy of Kain: Soul Reaver,2012-12-06,Action,224920
Legacy of Kain: Soul Reaver,2012-12-06,Adventure,224920
Legacy of Kain: Soul Reaver 2,2001-11-20,Action,224940
Legacy of Kain: Soul Reaver 2,2001-11-20,Adventure,224940
Train Simulator: Union Pacific SD45 Loco Add-On,2012-12-06,Simulation,208319
Iron Sky: Invasion,2012-12-13,Action,224900
Iron Sky: Invasion,2012-12-13,Simulation,224900
Iron Sky: Invasion,2012-12-13,Strategy,224900
Assassin’s Creed® III – The Hidden Secrets Pack,2012-12-11,Action,208491
Assassin’s Creed® III – The Hidden Secrets Pack,2012-12-11,Adventure,208491
Port Royale 3: New Adventures DLC,2012-12-11,Action,215972
Port Royale 3: New Adventures DLC,2012-12-11,Simulation,215972
Port Royale 3: New Adventures DLC,2012-12-11,Strategy,215972
Rocksmith - Nickelback - 3 Song Pack,2012-12-11,Casual,222061
Rocksmith - Nickelback - 3 Song Pack,2012-12-11,Simulation,222061
A New Beginning - Final Cut,2012-12-11,Adventure,105000
A New Beginning - Final Cut,2012-12-11,Indie,105000
Rocksmith - Nickelback - How You Remind Me,2012-12-11,Casual,222058
Rocksmith - Nickelback - How You Remind Me,2012-12-11,Simulation,222058
NiGHTS Into Dreams,2012-12-17,Adventure,219950
Train Simulator: Edinburgh-Glasgow Route Add-On,2011-03-25,Simulation,65216
SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,2012-12-17,RPG,226350
SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,2012-12-17,Strategy,226350
Hearts of Iron III: British Vehicle Spritepack,2012-12-17,Strategy,214987
Hearts of Iron III: Japanese Vehicle Spritepack,2012-12-17,Strategy,214988
Rage: The Scorchers™,2012-12-18,Action,209460
Tropico 4: Vigilante DLC,2012-12-18,Simulation,205634
Tropico 4: Vigilante DLC,2012-12-18,Strategy,205634
Rocksmith - Foo Fighters - Wheels,2012-12-18,Casual,222066
Rocksmith - Foo Fighters - Wheels,2012-12-18,Simulation,222066
Rocksmith - Foo Fighters - Times Likes These,2012-12-18,Casual,222065
Rocksmith - Foo Fighters - Times Likes These,2012-12-18,Simulation,222065
Rocksmith - Foo Fighters - My Hero,2012-12-18,Casual,222063
Rocksmith - Foo Fighters - My Hero,2012-12-18,Simulation,222063
Rocksmith - Foo Fighters - Walk,2012-12-18,Casual,222062
Rocksmith - Foo Fighters - Walk,2012-12-18,Simulation,222062
Sacred 2 Gold,2012-12-21,RPG,225640
Train Simulator: Donner Pass: Southern Pacific Route Add-On,2012-12-21,Simulation,65239
Splice: Epilogue Soundtrack,2012-12-31,Indie,209801
Splice: Epilogue Soundtrack,2012-12-31,Casual,209801
Angelica Weaver: Catch Me When You Can,2013-01-07,Adventure,218700
Angelica Weaver: Catch Me When You Can,2013-01-07,Casual,218700
F1 Race Stars - China Track,2013-01-07,Racing,220813
F1 Race Stars - Canada Track,2013-01-07,Racing,220812
Primal Fears,2013-01-08,Action,211280
Primal Fears,2013-01-08,Indie,211280
F1 Race Stars - India Track,2013-01-07,Racing,220811
Worms Ultimate Mayhem - Multiplayer Pack DLC,2013-01-09,Strategy,70616
Train Simulator: DB ICE 2 EMU Add-On,2013-01-10,Simulation,222545
Fieldrunners 2,2013-01-10,Action,215710
Fieldrunners 2,2013-01-10,Strategy,215710
Fieldrunners 2,2013-01-10,Casual,215710
Sword of the Stars II Soundtrack,2013-01-09,Action,203060
Sword of the Stars II Soundtrack,2013-01-09,Strategy,203060
Sins of a Solar Empire®: Rebellion - Original Soundtrack,2013-01-11,Indie,228600
Sins of a Solar Empire®: Rebellion - Original Soundtrack,2013-01-11,Strategy,228600
Gratuitous Space Battles: The Outcasts,2013-01-11,Strategy,41817
Gratuitous Space Battles: The Outcasts,2013-01-11,Indie,41817
Gratuitous Space Battles: The Outcasts,2013-01-11,Simulation,41817
Rocksmith - The Strokes - Reptilia,2013-01-22,Casual,222076
Rocksmith - The Strokes - Reptilia,2013-01-22,Simulation,222076
SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,2013-01-18,RPG,226370
SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,2013-01-18,Strategy,226370
Painkiller Hell & Damnation: Satan Claus DLC,2013-01-17,Action,219136
Borderlands 2: Commando Supremacy Pack,2013-01-22,Action,225821
Borderlands 2: Commando Supremacy Pack,2013-01-22,RPG,225821
Borderlands 2: Commando Domination Pack,2013-01-22,Action,225822
Borderlands 2: Commando Domination Pack,2013-01-22,RPG,225822
Spectromancer: Gathering of Power,2013-01-21,Indie,22521
Spectromancer: Gathering of Power,2013-01-21,Strategy,22521
Borderlands 2: Siren Madness Pack,2013-01-22,Action,225823
Borderlands 2: Siren Madness Pack,2013-01-22,RPG,225823
Borderlands 2: Gunzerker Madness Pack,2013-01-22,Action,225826
Borderlands 2: Gunzerker Madness Pack,2013-01-22,RPG,225826
Borderlands 2: Gunzerker Domination Pack,2013-01-22,Action,225828
Borderlands 2: Gunzerker Domination Pack,2013-01-22,RPG,225828
Borderlands 2: Siren Domination Pack,2013-01-22,Action,225825
Borderlands 2: Siren Domination Pack,2013-01-22,RPG,225825
Strike Suit Zero Soundtrack,2013-01-23,Action,209545
Strike Suit Zero Soundtrack,2013-01-23,Indie,209545
Strike Suit Zero Soundtrack,2013-01-23,Simulation,209545
Strike Suit Zero,2013-01-23,Action,209540
Strike Suit Zero,2013-01-23,Indie,209540
Strike Suit Zero,2013-01-23,Simulation,209540
The Cave,2013-01-23,Adventure,221810
Ace Combat Assault Horizon - Enhanced Edition,2013-01-24,Action,228400
Ace Combat Assault Horizon - Enhanced Edition,2013-01-24,Simulation,228400
Hotline Miami Soundtrack,2013-01-24,Action,219152
Hotline Miami Soundtrack,2013-01-24,Indie,219152
DmC: Devil May Cry,2013-01-24,Action,220440
DmC: Devil May Cry,2013-01-24,Adventure,220440
Defense Grid: Containment DLC,2013-01-23,Strategy,18523
Defense Grid: Containment DLC,2013-01-23,Indie,18523
Retrovirus,2013-01-31,Action,227800
Retrovirus,2013-01-31,Indie,227800
DIVO,2013-02-01,Casual,230760
DIVO,2013-02-01,Indie,230760
Cities in Motion: Design Quirks,2013-02-05,Simulation,206718
"Rocksmith - Fall Out Boy - Sugar, We're Goin Down",2013-02-05,Casual,222083
"Rocksmith - Fall Out Boy - Sugar, We're Goin Down",2013-02-05,Simulation,222083
Rocksmith - Fall Out boy - I Don't Care,2013-02-05,Casual,222086
Rocksmith - Fall Out boy - I Don't Care,2013-02-05,Simulation,222086
"Rocksmith - Fall Out Boy - Dance, Dance",2013-02-05,Casual,222084
"Rocksmith - Fall Out Boy - Dance, Dance",2013-02-05,Simulation,222084
Rocksmith - Fall Out Boy - Thnks fr th Mmrs,2013-02-05,Casual,222085
Rocksmith - Fall Out Boy - Thnks fr th Mmrs,2013-02-05,Simulation,222085
Rocksmith - Fall Out Boy - America's Suitehearts,2013-02-05,Casual,222087
Rocksmith - Fall Out Boy - America's Suitehearts,2013-02-05,Simulation,222087
Street Fighter X Tekken: SF Booster Pack 5,2013-02-06,Action,210085
Street Fighter X Tekken: SF Booster Pack 4,2013-02-06,Action,210084
Street Fighter X Tekken: SF Booster Pack 3,2013-02-06,Action,210083
Cities XL Platinum,2013-02-06,Simulation,231140
Street Fighter X Tekken: SF Booster Pack 7,2013-02-06,Action,210087
Street Fighter X Tekken: Additional 12 Characters Pack,2013-02-06,Action,210113
SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,2013-02-15,RPG,226390
SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,2013-02-15,Strategy,226390
Super House of Dead Ninjas,2013-02-18,Action,224820
Super House of Dead Ninjas,2013-02-18,Indie,224820
Omerta - City of Gangsters - The Bulgarian Colossus DLC,2013-02-18,Simulation,215373
Omerta - City of Gangsters - The Bulgarian Colossus DLC,2013-02-18,Strategy,215373
A Valley Without Wind 2,2013-02-18,Action,228320
A Valley Without Wind 2,2013-02-18,Adventure,228320
A Valley Without Wind 2,2013-02-18,Indie,228320
A Valley Without Wind 2,2013-02-18,Strategy,228320
Highborn,2013-02-19,Casual,209850
Highborn,2013-02-19,Indie,209850
Highborn,2013-02-19,Strategy,209850
Rocksmith - Kansas - Carry On Wayward Son,2013-02-19,Casual,222093
Rocksmith - Kansas - Carry On Wayward Son,2013-02-19,Simulation,222093
Rocksmith - Ram Jam - Black Betty,2013-02-19,Casual,222095
Rocksmith - Ram Jam - Black Betty,2013-02-19,Simulation,222095
Rocksmith - Judas Priest - You've Got Another Thing Comin',2013-02-19,Casual,222094
Rocksmith - Judas Priest - You've Got Another Thing Comin',2013-02-19,Simulation,222094
March of the Eagles,2013-02-18,Simulation,227760
March of the Eagles,2013-02-18,Strategy,227760
Rocksmith - Incubus - Anna Molly,2013-02-26,Casual,222098
Rocksmith - Incubus - Anna Molly,2013-02-26,Simulation,222098
Rocksmith - Incubus - Love Hurts,2013-02-26,Casual,222097
Rocksmith - Incubus - Love Hurts,2013-02-26,Simulation,222097
Rocksmith - Incubus - Wish You Were Here,2013-02-26,Casual,222096
Rocksmith - Incubus - Wish You Were Here,2013-02-26,Simulation,222096
Tom Clancy's Ghost Recon Future Soldier® - Khyber Strike,2013-02-26,Action,212673
RPG Maker VX Ace - High Fantasy 2 Resource Pack,2013-03-05,RPG,229751
RPG Maker VX Ace - High Fantasy 2 Resource Pack,2013-03-05,Web Publishing,229751
Rocksmith - Incubus Song Pack,2013-02-26,Casual,222099
Rocksmith - Incubus Song Pack,2013-02-26,Simulation,222099
The Sims 3: University Life,2013-03-05,Simulation,223597
Rocksmith - Blue Oyster Cult - Burnin' for You,2013-03-05,Casual,222100
Rocksmith - Blue Oyster Cult - Burnin' for You,2013-03-05,Simulation,222100
Rocksmith - Living Colour - Cult of Personality,2013-03-05,Casual,222102
Rocksmith - Living Colour - Cult of Personality,2013-03-05,Simulation,222102
Rocksmith - Violent Femmes - Blister in the Sun,2013-03-05,Casual,222101
Rocksmith - Violent Femmes - Blister in the Sun,2013-03-05,Simulation,222101
DmC Devil May Cry: Vergil's Downfall,2013-03-05,Action,223793
Rocksmith - Blue Oyster Cult Song Pack,2013-03-05,Casual,222138
Rocksmith - Blue Oyster Cult Song Pack,2013-03-05,Simulation,222138
Tomb Raider - The Final Hours Digital Book,2013-03-07,Action,233410
Dungeons & Dragons Online® Catacombs Starter Pack,2013-03-14,Action,213197
Dungeons & Dragons Online® Catacombs Starter Pack,2013-03-14,Free to Play,213197
