sentiment_analysis,items_count,price,genres
2,48,14.99,Action
0,82,14.99,Action
2,122,14.99,Action
2,49,14.99,Action
2,9,14.99,Action
2,16,14.99,Action
2,126,14.99,Action
2,125,14.99,Action
2,19,14.99,Action
2,111,14.99,Action
2,82,14.99,Action
2,125,14.99,Action
2,76,14.99,Action
0,60,14.99,Action
2,25,14.99,Action
2,98,14.99,Action
2,85,14.99,Action
2,147,14.99,Action
2,60,14.99,Action
2,89,14.99,Action
2,31,14.99,Action
2,5,14.99,Action
2,117,14.99,Action
2,32,14.99,Action
2,17,14.99,Action
2,337,14.99,Action
2,65,14.99,Action
2,7,14.99,Action
2,0,14.99,Action
2,34,14.99,Action
2,0,14.99,Action
2,33,14.99,Action
2,0,14.99,Action
2,170,14.99,Action
2,178,14.99,Action
2,263,14.99,Action
2,31,14.99,Action
2,23,14.99,Action
2,59,14.99,Action
2,64,14.99,Action
2,35,14.99,Action
2,378,14.99,Action
2,57,14.99,Action
2,51,14.99,Action
2,140,14.99,Action
2,77,14.99,Action
2,289,14.99,Action
2,27,14.99,Action
2,31,14.99,Action
0,100,14.99,Action
0,178,14.99,Action
2,45,14.99,Action
2,49,14.99,Action
0,220,14.99,Action
2,101,14.99,Action
2,102,14.99,Action
2,40,14.99,Action
2,12,14.99,Action
2,75,14.99,Action
0,58,14.99,Action
2,79,14.99,Action
2,97,14.99,Action
2,61,14.99,Action
2,89,14.99,Action
2,54,14.99,Action
2,104,14.99,Action
2,40,14.99,Action
2,33,14.99,Action
2,24,14.99,Action
2,131,14.99,Action
0,36,14.99,Action
2,21,14.99,Action
2,21,14.99,Action
2,18,14.99,Action
2,69,14.99,Action
2,229,14.99,Action
2,164,14.99,Action
2,116,14.99,Action
0,313,14.99,Action
2,30,14.99,Action
2,161,14.99,Action
2,78,14.99,Action
2,33,14.99,Action
2,0,14.99,Action
2,31,14.99,Action
2,116,14.99,Action
2,140,14.99,Action
0,84,14.99,Action
2,39,14.99,Action
2,36,14.99,Action
2,12,14.99,Action
2,90,14.99,Action
2,36,14.99,Action
2,0,14.99,Action
2,37,14.99,Action
2,183,14.99,Action
2,0,14.99,Action
2,28,14.99,Action
2,33,14.99,Action
2,0,14.99,Action
2,19,14.99,Action
2,26,14.99,Action
2,57,14.99,Action
2,46,14.99,Action
2,62,14.99,Action
2,246,14.99,Action
2,106,14.99,Action
2,51,14.99,Action
2,37,14.99,Action
2,110,14.99,Action
2,163,14.99,Action
0,34,14.99,Action
2,76,14.99,Action
0,103,14.99,Action
2,0,14.99,Action
2,45,14.99,Action
2,42,14.99,Action
0,122,14.99,Action
0,221,14.99,Action
2,33,14.99,Action
2,328,14.99,Action
2,100,14.99,Action
2,0,14.99,Action
2,92,14.99,Action
2,70,14.99,Action
2,1304,14.99,Action
2,50,14.99,Action
2,26,14.99,Action
0,41,14.99,Action
2,120,14.99,Action
0,39,14.99,Action
2,39,14.99,Action
2,3,14.99,Action
2,11,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,151,14.99,Action
2,94,14.99,Action
2,119,14.99,Action
2,20,14.99,Action
2,29,14.99,Action
2,26,14.99,Action
2,68,14.99,Action
0,66,14.99,Action
2,29,14.99,Action
2,22,14.99,Action
2,0,14.99,Action
2,113,14.99,Action
2,34,14.99,Action
0,89,14.99,Action
2,87,14.99,Action
2,94,14.99,Action
2,53,14.99,Action
2,30,14.99,Action
2,329,14.99,Action
2,24,14.99,Action
2,103,14.99,Action
2,22,14.99,Action
2,46,14.99,Action
2,27,14.99,Action
2,84,14.99,Action
0,94,14.99,Action
0,42,14.99,Action
2,93,14.99,Action
2,210,14.99,Action
2,42,14.99,Action
2,61,14.99,Action
2,41,14.99,Action
2,96,14.99,Action
2,17,14.99,Action
2,30,14.99,Action
2,32,14.99,Action
2,44,14.99,Action
2,56,14.99,Action
2,191,14.99,Action
2,21,14.99,Action
2,117,14.99,Action
2,18,14.99,Action
2,121,14.99,Action
2,39,14.99,Action
2,14,14.99,Action
2,47,14.99,Action
2,260,14.99,Action
0,35,14.99,Action
2,17,14.99,Action
2,78,14.99,Action
2,0,14.99,Action
2,157,14.99,Action
2,174,14.99,Action
2,22,14.99,Action
2,69,14.99,Action
2,63,14.99,Action
2,36,14.99,Action
2,113,14.99,Action
2,172,14.99,Action
2,65,14.99,Action
2,35,14.99,Action
2,54,14.99,Action
2,51,14.99,Action
2,55,14.99,Action
0,133,14.99,Action
2,80,14.99,Action
2,128,14.99,Action
2,43,14.99,Action
2,0,14.99,Action
0,75,14.99,Action
2,30,14.99,Action
2,74,14.99,Action
2,47,14.99,Action
2,75,14.99,Action
0,60,14.99,Action
0,477,14.99,Action
0,88,14.99,Action
2,1013,14.99,Action
2,66,14.99,Action
0,74,14.99,Action
2,44,14.99,Action
2,34,14.99,Action
2,0,14.99,Action
0,19,14.99,Action
2,59,14.99,Action
2,5,14.99,Action
2,89,14.99,Action
2,0,14.99,Action
2,17,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,14,14.99,Action
2,23,14.99,Action
2,216,14.99,Action
2,18,14.99,Action
2,452,14.99,Action
2,77,14.99,Action
0,0,14.99,Action
2,54,14.99,Action
2,33,14.99,Action
2,118,14.99,Action
2,0,14.99,Action
2,23,14.99,Action
2,25,14.99,Action
2,33,14.99,Action
2,25,14.99,Action
2,141,14.99,Action
2,36,14.99,Action
2,87,14.99,Action
2,61,14.99,Action
2,33,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,82,14.99,Action
2,22,14.99,Action
0,61,14.99,Action
2,98,14.99,Action
0,91,14.99,Action
2,22,14.99,Action
2,68,14.99,Action
2,0,14.99,Action
2,25,14.99,Action
2,124,14.99,Action
2,65,14.99,Action
2,24,14.99,Action
2,58,14.99,Action
2,129,14.99,Action
2,40,14.99,Action
2,8,14.99,Action
2,16,14.99,Action
2,13,14.99,Action
2,34,14.99,Action
2,58,14.99,Action
2,95,14.99,Action
2,116,14.99,Action
2,35,14.99,Action
2,353,14.99,Action
2,0,14.99,Action
2,59,14.99,Action
2,149,14.99,Action
2,47,14.99,Action
2,185,14.99,Action
2,32,14.99,Action
2,0,14.99,Action
2,28,14.99,Action
2,41,14.99,Action
0,0,14.99,Action
2,25,14.99,Action
2,6,14.99,Action
2,129,14.99,Action
2,0,14.99,Action
2,362,14.99,Action
2,75,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,0,14.99,Action
2,303,14.99,Action
2,61,14.99,Action
0,124,14.99,Action
2,48,14.99,Action
2,69,14.99,Action
2,71,14.99,Action
0,0,14.99,Action
2,34,14.99,Action
2,153,14.99,Action
2,193,14.99,Action
0,37,14.99,Action
2,37,14.99,Action
2,61,14.99,Action
0,76,14.99,Action
2,67,14.99,Action
0,153,14.99,Action
0,103,14.99,Action
2,106,14.99,Action
2,156,14.99,Action
2,0,14.99,Action
2,66,14.99,Action
2,19,14.99,Action
2,78,14.99,Action
2,47,14.99,Action
0,98,14.99,Action
2,0,14.99,Action
2,52,14.99,Action
2,57,14.99,Action
2,92,14.99,Action
0,97,14.99,Action
0,371,14.99,Action
2,32,14.99,Action
2,274,14.99,Action
2,284,14.99,Action
2,0,14.99,Action
2,30,14.99,Action
2,185,14.99,Action
2,46,14.99,Action
2,4,14.99,Action
2,122,14.99,Action
2,42,14.99,Action
2,12,14.99,Action
2,49,14.99,Action
2,78,14.99,Action
2,42,14.99,Action
2,20,14.99,Action
2,67,14.99,Action
2,47,14.99,Action
2,29,14.99,Action
2,31,14.99,Action
2,150,14.99,Action
0,352,14.99,Action
2,46,14.99,Action
2,45,14.99,Action
2,147,14.99,Action
0,149,14.99,Action
2,108,14.99,Action
2,85,14.99,Action
2,36,14.99,Action
2,59,14.99,Action
2,79,14.99,Action
2,49,14.99,Action
2,88,14.99,Action
2,56,14.99,Action
2,78,14.99,Action
2,53,14.99,Action
2,0,14.99,Action
2,125,14.99,Action
2,123,14.99,Action
2,150,14.99,Action
2,86,14.99,Action
2,59,14.99,Action
2,148,14.99,Action
2,52,14.99,Action
0,0,14.99,Action
2,88,14.99,Action
0,63,14.99,Action
2,78,14.99,Action
2,21,14.99,Action
2,21,14.99,Action
2,57,14.99,Action
2,55,14.99,Action
0,294,14.99,Action
2,19,14.99,Action
0,44,14.99,Action
2,106,14.99,Action
2,41,14.99,Action
2,66,14.99,Action
2,30,14.99,Action
2,14,14.99,Action
2,13,14.99,Action
2,37,14.99,Action
0,3,14.99,Action
2,16,14.99,Action
2,130,14.99,Action
2,64,14.99,Action
2,277,14.99,Action
2,141,14.99,Action
2,91,14.99,Action
2,82,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,61,14.99,Action
2,13,14.99,Action
2,74,14.99,Action
2,48,14.99,Action
2,143,14.99,Action
2,92,14.99,Action
2,20,14.99,Action
2,43,14.99,Action
2,57,14.99,Action
2,86,14.99,Action
2,36,14.99,Action
2,24,14.99,Action
2,0,14.99,Action
0,0,14.99,Action
2,25,14.99,Action
2,0,14.99,Action
2,54,14.99,Action
2,54,14.99,Action
2,3,14.99,Action
2,21,14.99,Action
2,61,14.99,Action
2,35,14.99,Action
2,74,14.99,Action
2,35,14.99,Action
2,9,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,56,14.99,Action
2,53,14.99,Action
2,27,14.99,Action
0,68,14.99,Action
2,0,14.99,Action
2,236,14.99,Action
0,905,14.99,Action
2,0,14.99,Action
2,32,14.99,Action
2,38,14.99,Action
0,58,14.99,Action
0,117,14.99,Action
2,16,14.99,Action
0,5,14.99,Action
2,68,14.99,Action
2,0,14.99,Action
0,184,14.99,Action
0,62,14.99,Action
2,43,14.99,Action
2,46,14.99,Action
2,46,14.99,Action
2,94,14.99,Action
2,15,14.99,Action
2,121,14.99,Action
2,24,14.99,Action
2,19,14.99,Action
0,33,14.99,Action
2,0,14.99,Action
2,46,14.99,Action
2,39,14.99,Action
2,44,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,146,14.99,Action
0,39,14.99,Action
2,27,14.99,Action
0,192,14.99,Action
2,36,14.99,Action
2,52,14.99,Action
2,50,14.99,Action
2,450,14.99,Action
2,756,14.99,Action
2,27,14.99,Action
2,26,14.99,Action
2,62,14.99,Action
2,153,14.99,Action
2,205,14.99,Action
2,46,14.99,Action
2,0,14.99,Action
2,47,14.99,Action
2,46,14.99,Action
0,40,14.99,Action
0,197,14.99,Action
2,46,14.99,Action
2,77,14.99,Action
2,15,14.99,Action
2,83,14.99,Action
0,90,14.99,Action
2,0,14.99,Action
2,91,14.99,Action
2,909,14.99,Action
2,53,14.99,Action
2,133,14.99,Action
2,19,14.99,Action
2,59,14.99,Action
2,17,14.99,Action
2,47,14.99,Action
2,121,14.99,Action
0,10,14.99,Action
2,16,14.99,Action
2,55,14.99,Action
2,87,14.99,Action
0,121,14.99,Action
2,5,14.99,Action
2,26,14.99,Action
2,155,14.99,Action
2,0,14.99,Action
2,29,14.99,Action
2,48,14.99,Action
0,36,14.99,Action
2,45,14.99,Action
2,32,14.99,Action
2,42,14.99,Action
2,63,14.99,Action
2,110,14.99,Action
2,0,14.99,Action
2,41,14.99,Action
2,101,14.99,Action
2,53,14.99,Action
0,111,14.99,Action
2,63,14.99,Action
2,72,14.99,Action
2,80,14.99,Action
0,144,14.99,Action
2,59,14.99,Action
2,36,14.99,Action
2,83,14.99,Action
2,82,14.99,Action
2,60,14.99,Action
2,52,14.99,Action
2,3,14.99,Action
2,132,14.99,Action
2,109,14.99,Action
2,17,14.99,Action
2,54,14.99,Action
2,42,14.99,Action
2,62,14.99,Action
0,518,14.99,Action
0,109,14.99,Action
2,26,14.99,Action
0,23,14.99,Action
2,300,14.99,Action
2,0,14.99,Action
2,74,14.99,Action
2,0,14.99,Action
2,168,14.99,Action
2,46,14.99,Action
2,22,14.99,Action
2,23,14.99,Action
2,56,14.99,Action
2,101,14.99,Action
2,33,14.99,Action
0,8,14.99,Action
2,17,14.99,Action
2,17,14.99,Action
2,22,14.99,Action
2,29,14.99,Action
2,14,14.99,Action
2,92,14.99,Action
2,9,14.99,Action
2,26,14.99,Action
2,52,14.99,Action
2,64,14.99,Action
2,51,14.99,Action
2,32,14.99,Action
2,15,14.99,Action
0,50,14.99,Action
2,78,14.99,Action
2,25,14.99,Action
2,31,14.99,Action
2,67,14.99,Action
2,9,14.99,Action
2,54,14.99,Action
2,32,14.99,Action
2,139,14.99,Action
0,0,14.99,Action
2,30,14.99,Action
2,19,14.99,Action
2,16,14.99,Action
0,28,14.99,Action
2,26,14.99,Action
2,49,14.99,Action
0,68,14.99,Action
0,127,14.99,Action
2,81,14.99,Action
2,38,14.99,Action
2,49,14.99,Action
2,0,14.99,Action
2,36,14.99,Action
2,73,14.99,Action
2,22,14.99,Action
2,73,14.99,Action
2,19,14.99,Action
2,12,14.99,Action
2,30,14.99,Action
0,24,14.99,Action
2,55,14.99,Action
2,66,14.99,Action
2,86,14.99,Action
2,203,14.99,Action
2,133,14.99,Action
2,49,14.99,Action
2,55,14.99,Action
2,97,14.99,Action
0,46,14.99,Action
2,61,14.99,Action
2,0,14.99,Action
2,14,14.99,Action
2,53,14.99,Action
2,33,14.99,Action
2,74,14.99,Action
2,21,14.99,Action
2,51,14.99,Action
2,50,14.99,Action
2,20,14.99,Action
2,47,14.99,Action
2,0,14.99,Action
2,57,14.99,Action
2,11,14.99,Action
2,47,14.99,Action
2,102,14.99,Action
2,267,14.99,Action
2,0,14.99,Action
2,69,14.99,Action
2,61,14.99,Action
0,0,14.99,Action
2,75,14.99,Action
2,48,14.99,Action
2,81,14.99,Action
2,5,14.99,Action
2,73,14.99,Action
2,56,14.99,Action
0,24,14.99,Action
2,24,14.99,Action
2,5,14.99,Action
2,19,14.99,Action
2,34,14.99,Action
2,46,14.99,Action
0,69,14.99,Action
2,18,14.99,Action
0,43,14.99,Action
2,6,14.99,Action
2,5,14.99,Action
2,77,14.99,Action
2,22,14.99,Action
0,3,14.99,Action
2,125,14.99,Action
2,0,14.99,Action
2,24,14.99,Action
2,11,14.99,Action
2,25,14.99,Action
2,33,14.99,Action
2,66,14.99,Action
2,14,14.99,Action
2,49,14.99,Action
2,80,14.99,Action
0,45,14.99,Action
2,55,14.99,Action
0,22,14.99,Action
2,74,14.99,Action
2,32,14.99,Action
2,0,14.99,Action
2,247,14.99,Action
2,40,14.99,Action
2,19,14.99,Action
2,108,14.99,Action
0,40,14.99,Action
2,31,14.99,Action
0,38,14.99,Action
2,13,14.99,Action
2,22,14.99,Action
2,51,14.99,Action
2,21,14.99,Action
2,50,14.99,Action
2,55,14.99,Action
2,218,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,57,14.99,Action
2,45,14.99,Action
2,106,14.99,Action
2,109,14.99,Action
2,65,14.99,Action
2,0,14.99,Action
2,21,14.99,Action
0,0,14.99,Action
0,30,14.99,Action
0,0,14.99,Action
2,45,14.99,Action
2,24,14.99,Action
2,0,14.99,Action
2,35,14.99,Action
2,27,14.99,Action
0,31,14.99,Action
2,13,14.99,Action
2,48,14.99,Action
2,23,14.99,Action
2,35,14.99,Action
2,161,14.99,Action
2,51,14.99,Action
2,43,14.99,Action
2,38,14.99,Action
2,0,14.99,Action
0,168,14.99,Action
2,0,14.99,Action
2,15,14.99,Action
0,61,14.99,Action
0,51,14.99,Action
0,90,14.99,Action
2,36,14.99,Action
0,42,14.99,Action
2,13,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,43,14.99,Action
2,10,14.99,Action
2,69,14.99,Action
2,29,14.99,Action
2,20,14.99,Action
2,26,14.99,Action
2,84,14.99,Action
2,0,14.99,Action
2,30,14.99,Action
2,89,14.99,Action
2,23,14.99,Action
2,44,14.99,Action
0,37,14.99,Action
2,32,14.99,Action
0,106,14.99,Action
2,50,14.99,Action
2,43,14.99,Action
2,54,14.99,Action
2,24,14.99,Action
2,0,14.99,Action
2,88,14.99,Action
2,37,14.99,Action
2,33,14.99,Action
0,5,14.99,Action
2,18,14.99,Action
0,47,14.99,Action
2,39,14.99,Action
2,39,14.99,Action
2,35,14.99,Action
2,21,14.99,Action
2,4,14.99,Action
2,119,14.99,Action
2,26,14.99,Action
2,3,14.99,Action
0,45,14.99,Action
2,0,14.99,Action
0,29,14.99,Action
2,47,14.99,Action
2,40,14.99,Action
2,23,14.99,Action
2,0,14.99,Action
2,91,14.99,Action
0,86,14.99,Action
2,62,14.99,Action
2,12,14.99,Action
0,35,14.99,Action
0,31,14.99,Action
2,39,14.99,Action
2,45,14.99,Action
2,52,14.99,Action
2,4,14.99,Action
2,37,14.99,Action
2,132,14.99,Action
2,158,14.99,Action
2,26,14.99,Action
2,113,14.99,Action
2,17,14.99,Action
0,10,14.99,Action
2,0,14.99,Action
2,37,14.99,Action
2,22,14.99,Action
2,58,14.99,Action
2,52,14.99,Action
2,19,14.99,Action
0,73,14.99,Action
2,6,14.99,Action
2,84,14.99,Action
2,151,14.99,Action
2,77,14.99,Action
2,18,14.99,Action
0,43,14.99,Action
2,0,14.99,Action
2,73,14.99,Action
2,38,14.99,Action
2,8,14.99,Action
2,0,14.99,Action
2,3,14.99,Action
2,8,14.99,Action
2,93,14.99,Action
2,39,14.99,Action
2,107,14.99,Action
2,70,14.99,Action
0,36,14.99,Action
2,38,14.99,Action
2,17,14.99,Action
2,49,14.99,Action
2,7,14.99,Action
2,58,14.99,Action
0,16,14.99,Action
2,38,14.99,Action
2,20,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,22,14.99,Action
2,69,14.99,Action
2,354,14.99,Action
2,30,14.99,Action
2,28,14.99,Action
2,0,14.99,Action
0,9,14.99,Action
2,56,14.99,Action
2,0,14.99,Action
2,37,14.99,Action
2,62,14.99,Action
2,97,14.99,Action
2,64,14.99,Action
2,22,14.99,Action
2,47,14.99,Action
0,9,14.99,Action
0,35,14.99,Action
2,63,14.99,Action
2,96,14.99,Action
2,15,14.99,Action
2,20,14.99,Action
2,14,14.99,Action
2,78,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,22,14.99,Action
2,9,14.99,Action
2,14,14.99,Action
2,40,14.99,Action
2,11,14.99,Action
2,16,14.99,Action
2,73,14.99,Action
2,12,14.99,Action
2,3,14.99,Action
2,20,14.99,Action
2,8,14.99,Action
2,8,14.99,Action
2,19,14.99,Action
2,13,14.99,Action
0,50,14.99,Action
2,0,14.99,Action
2,79,14.99,Action
2,14,14.99,Action
2,17,14.99,Action
2,69,14.99,Action
0,22,14.99,Action
2,29,14.99,Action
2,15,14.99,Action
2,39,14.99,Action
2,72,14.99,Action
2,27,14.99,Action
2,39,14.99,Action
2,17,14.99,Action
2,19,14.99,Action
2,6,14.99,Action
2,25,14.99,Action
2,147,14.99,Action
2,36,14.99,Action
2,45,14.99,Action
2,24,14.99,Action
2,36,14.99,Action
2,59,14.99,Action
2,42,14.99,Action
0,83,14.99,Action
2,23,14.99,Action
2,86,14.99,Action
2,140,14.99,Action
2,12,14.99,Action
2,32,14.99,Action
2,0,14.99,Action
2,24,14.99,Action
2,42,14.99,Action
2,29,14.99,Action
2,48,14.99,Action
2,43,14.99,Action
2,54,14.99,Action
2,23,14.99,Action
2,32,14.99,Action
2,54,14.99,Action
2,43,14.99,Action
2,81,14.99,Action
2,17,14.99,Action
0,66,14.99,Action
2,46,14.99,Action
2,71,14.99,Action
2,36,14.99,Action
2,48,14.99,Action
2,41,14.99,Action
2,0,14.99,Action
2,36,14.99,Action
2,10,14.99,Action
2,53,14.99,Action
2,16,14.99,Action
2,33,14.99,Action
2,11,14.99,Action
2,32,14.99,Action
2,66,14.99,Action
2,70,14.99,Action
2,27,14.99,Action
2,10,14.99,Action
2,20,14.99,Action
2,3,14.99,Action
2,0,14.99,Action
2,209,14.99,Action
2,17,14.99,Action
0,114,14.99,Action
2,25,14.99,Action
2,118,14.99,Action
2,0,14.99,Action
2,14,14.99,Action
2,129,14.99,Action
2,34,14.99,Action
2,37,14.99,Action
2,73,14.99,Action
2,0,14.99,Action
2,84,14.99,Action
2,39,14.99,Action
2,25,14.99,Action
2,0,14.99,Action
0,51,14.99,Action
0,43,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,55,14.99,Action
2,51,14.99,Action
2,20,14.99,Action
2,0,14.99,Action
2,18,14.99,Action
2,25,14.99,Action
2,64,14.99,Action
2,23,14.99,Action
2,0,14.99,Action
2,7,14.99,Action
2,60,14.99,Action
0,26,14.99,Action
2,36,14.99,Action
2,15,14.99,Action
2,73,14.99,Action
2,9,14.99,Action
0,31,14.99,Action
2,97,14.99,Action
2,12,14.99,Action
2,43,14.99,Action
2,19,14.99,Action
2,217,14.99,Action
2,55,14.99,Action
2,12,14.99,Action
2,139,14.99,Action
2,27,14.99,Action
2,47,14.99,Action
2,28,14.99,Action
2,60,14.99,Action
2,34,14.99,Action
0,30,14.99,Action
2,17,14.99,Action
2,0,14.99,Action
2,65,14.99,Action
2,58,14.99,Action
2,14,14.99,Action
2,165,14.99,Action
2,57,14.99,Action
2,72,14.99,Action
2,20,14.99,Action
2,43,14.99,Action
2,30,14.99,Action
2,89,14.99,Action
2,13,14.99,Action
2,38,14.99,Action
0,67,14.99,Action
2,67,14.99,Action
2,45,14.99,Action
2,86,14.99,Action
2,56,14.99,Action
2,28,14.99,Action
2,19,14.99,Action
0,127,14.99,Action
2,72,14.99,Action
0,125,14.99,Action
2,180,14.99,Action
2,0,14.99,Action
2,148,14.99,Action
2,43,14.99,Action
2,16,14.99,Action
2,339,14.99,Action
0,92,14.99,Action
2,20,14.99,Action
2,33,14.99,Action
2,15,14.99,Action
2,37,14.99,Action
0,23,14.99,Action
2,33,14.99,Action
2,9,14.99,Action
2,82,14.99,Action
2,94,14.99,Action
0,14,14.99,Action
2,0,14.99,Action
2,50,14.99,Action
2,21,14.99,Action
2,0,14.99,Action
2,10,14.99,Action
2,71,14.99,Action
2,19,14.99,Action
2,53,14.99,Action
2,0,14.99,Action
2,0,14.99,Action
2,50,14.99,Action
2,91,14.99,Action
2,97,14.99,Action
2,25,14.99,Action
0,20,14.99,Action
2,23,14.99,Action
2,33,14.99,Action
2,49,14.99,Action
2,11,14.99,Action
2,35,14.99,Action
2,47,14.99,Action
2,18,14.99,Action
2,28,14.99,Action
2,21,14.99,Action
2,38,14.99,Action
2,10,14.99,Action
2,16,14.99,Action
2,18,14.99,Action
2,37,14.99,Action
2,44,14.99,Action
2,59,14.99,Action
2,17,14.99,Action
2,141,14.99,Action
2,23,14.99,Action
2,29,14.99,Action
2,33,14.99,Action
2,27,14.99,Action
2,159,14.99,Action
2,29,14.99,Action
2,17,14.99,Action
2,68,14.99,Action
2,38,14.99,Action
2,18,14.99,Action
2,20,14.99,Action
2,3,14.99,Action
2,216,14.99,Action
2,43,14.99,Action
2,15,14.99,Action
0,44,14.99,Action
0,17,14.99,Action
2,60,14.99,Action
2,24,14.99,Action
0,29,14.99,Action
2,17,14.99,Action
2,68,14.99,Action
2,40,14.99,Action
2,19,14.99,Action
2,0,14.99,Action
2,95,14.99,Action
2,44,14.99,Action
2,12,14.99,Action
2,74,14.99,Action
2,58,14.99,Action
2,25,14.99,Action
2,59,14.99,Action
2,44,14.99,Action
2,65,14.99,Action
2,74,14.99,Action
2,12,14.99,Action
2,47,14.99,Action
2,26,14.99,Action
2,98,14.99,Action
2,30,14.99,Action
2,93,14.99,Action
2,0,14.99,Action
2,8,14.99,Action
2,47,14.99,Action
2,48,14.99,Action
2,28,14.99,Action
2,37,14.99,Action
2,55,14.99,Action
2,41,14.99,Action
2,11,14.99,Action
2,10,14.99,Action
2,22,14.99,Action
2,11,14.99,Action
2,22,14.99,Action
2,17,14.99,Action
2,14,14.99,Action
2,91,14.99,Action
2,0,14.99,Action
2,28,14.99,Action
2,38,14.99,Action
2,15,14.99,Action
2,94,14.99,Action
2,112,14.99,Action
2,40,14.99,Action
2,51,14.99,Action
2,0,14.99,Action
2,12,14.99,Action
2,8,14.99,Action
2,41,14.99,Action
2,0,14.99,Action
2,6,14.99,Action
2,23,14.99,Action
2,0,14.99,Action
2,25,14.99,Action
2,21,14.99,Action
2,323,14.99,Action
2,19,14.99,Action
2,42,14.99,Action
2,34,14.99,Action
2,93,14.99,Action
2,4,14.99,Action
2,7,14.99,Action
2,69,14.99,Action
2,18,14.99,Action
2,30,14.99,Action
2,2,14.99,Action
2,27,14.99,Action
2,11,14.99,Action
2,0,14.99,Action
2,7,14.99,Action
2,1,14.99,Action
2,1,14.99,Action
2,0,14.99,Action
2,11,14.99,Action
2,21,14.99,Action
2,34,14.99,Action
2,14,14.99,Action
2,0,14.99,Action
2,68,14.99,Action
2,12,14.99,Action
2,8,14.99,Action
2,30,14.99,Action
2,0,14.99,Action
0,14,14.99,Action
2,18,14.99,Action
2,12,14.99,Action
2,32,14.99,Action
2,36,14.99,Action
2,9,14.99,Action
0,26,14.99,Action
0,43,14.99,Action
2,0,14.99,Action
2,88,14.99,Action
2,62,14.99,Action
2,0,14.99,Action
2,43,14.99,Action
2,135,14.99,Action
2,50,14.99,Action
2,13,14.99,Action
2,3,14.99,Action
2,35,14.99,Action
2,2,14.99,Action
2,18,14.99,Action
2,16,14.99,Action
2,12,14.99,Action
0,22,14.99,Action
0,64,14.99,Action
2,33,14.99,Action
2,17,14.99,Action
2,3,14.99,Action
2,34,14.99,Action
2,14,14.99,Action
2,53,14.99,Action
2,24,14.99,Action
2,30,14.99,Action
0,28,14.99,Action
2,83,14.99,Action
2,21,14.99,Action
0,3,14.99,Action
2,7,14.99,Action
2,0,14.99,Action
2,15,14.99,Action
2,3,14.99,Action
2,37,14.99,Action
2,68,14.99,Action
2,39,14.99,Action
2,16,14.99,Action
2,16,14.99,Action
2,97,14.99,Action
2,4,14.99,Action
2,6,14.99,Action
0,24,14.99,Action
2,140,14.99,Action
2,32,14.99,Action
2,75,14.99,Action
2,10,14.99,Action
2,30,14.99,Action
2,1,14.99,Action
2,22,14.99,Action
2,66,14.99,Action
2,0,14.99,Action
2,13,14.99,Action
2,11,14.99,Action
2,3,14.99,Action
2,0,14.99,Action
2,45,14.99,Action
0,45,14.99,Action
0,10,14.99,Action
2,0,14.99,Action
0,38,14.99,Action
2,22,14.99,Action
2,17,14.99,Action
2,21,14.99,Action
2,20,14.99,Action
2,27,14.99,Action
0,0,14.99,Action
2,26,14.99,Action
2,29,14.99,Action
2,16,14.99,Action
2,17,14.99,Action
2,0,14.99,Action
2,8,14.99,Action
2,48,14.99,Action
2,23,14.99,Action
0,2,14.99,Action
2,8,14.99,Action
2,291,14.99,Action
2,0,14.99,Action
2,4,14.99,Action
2,0,14.99,Action
2,198,0.0,Action
2,99,0.0,Action
2,28,0.0,Action
2,51,0.0,Action
2,160,0.0,Action
2,127,0.0,Action
0,174,0.0,Action
2,259,0.0,Action
0,127,0.0,Action
2,98,0.0,Action
2,10,0.0,Action
2,283,0.0,Action
2,159,0.0,Action
2,631,0.0,Action
2,246,0.0,Action
2,306,0.0,Action
2,41,0.0,Action
2,374,0.0,Action
2,0,0.0,Action
2,105,0.0,Action
2,186,0.0,Action
2,63,0.0,Action
2,47,0.0,Action
0,0,0.0,Action
2,38,0.0,Action
2,96,0.0,Action
2,21,0.0,Action
2,805,0.0,Action
2,170,0.0,Action
2,140,0.0,Action
2,128,0.0,Action
0,160,0.0,Action
2,445,0.0,Action
2,111,0.0,Action
2,1097,0.0,Action
2,378,0.0,Action
2,98,0.0,Action
2,82,0.0,Action
0,70,0.0,Action
2,249,0.0,Action
2,130,0.0,Action
2,27,0.0,Action
2,69,0.0,Action
2,641,0.0,Action
2,56,0.0,Action
2,198,0.0,Action
2,43,0.0,Action
2,113,0.0,Action
2,47,0.0,Action
2,205,0.0,Action
2,148,0.0,Action
2,341,0.0,Action
2,161,0.0,Action
